business_types,legal_form,authorized_capital(thousands),revenue(millions),net_profit(millions),from
9,4,232212,52144,35412.81302059262,3
5,1,604996,47036,34628.198248876375,39
5,6,579690,48470,29754.75222406321,2
16,1,200364,68056,21291.581803337747,18
2,5,830866,68456,40010.64635849488,23
2,6,457315,3377,433.2802251104573,43
7,5,590155,24718,15638.302681092846,1
19,1,149586,17554,7185.813897364045,28
17,5,392926,39647,25267.20354840066,0
3,5,803566,64281,37532.835630573936,19
5,3,576759,75642,26226.544535502027,32
5,2,68782,86930,25952.30439282377,16
9,5,210191,51018,20679.682952665582,24
17,3,575518,34308,18868.213090557743,31
14,2,446505,92766,24739.02440974686,11
7,5,565276,1189,589.5576693227449,44
16,2,747237,28406,22028.2926480784,15
13,5,701252,17527,6462.441535797646,39
11,5,383329,79106,19826.362666998593,23
12,5,708601,76638,14663.481114946688,1
5,1,674294,76366,24097.94347629779,3
13,5,439737,14318,2299.460148241532,0
18,1,836111,8365,8150.93835619902,0
12,2,444089,92738,53886.512198886245,26
1,5,456114,89146,79533.06055675924,19
10,3,191213,33159,14911.859809317266,7
13,2,491575,14342,11177.837758048634,1
5,6,429659,67452,31019.714787928624,29
9,4,881787,86344,50907.088066409444,33
5,2,585117,43335,40912.023339070685,23
21,5,83454,31250,24552.794380708812,27
12,5,721972,12905,12753.059755786198,23
18,3,969907,62619,4308.323679298698,12
18,3,961490,61968,37711.6032793619,43
13,1,366963,96777,83020.95325366831,23
20,2,733173,41493,22129.23328624085,48
21,6,543732,24518,16720.85378400799,3
11,1,396901,75677,64477.22689414164,5
20,4,235094,63245,60948.63652075295,9
16,3,86857,2205,316.9603412325931,6
3,3,517677,90925,47448.296382998764,12
9,4,213101,58899,22562.518437935807,10
11,1,889433,7982,275.39781337047134,8
6,5,308158,86040,47610.35482426602,48
1,1,427341,96420,16956.290577984346,20
21,3,779198,93172,23097.994994129636,11
6,2,723668,21895,3724.0508968611284,5
18,4,443805,32607,27573.330423681607,33
16,6,493777,27418,24417.402024019466,47
18,3,80090,585,394.3630416524969,9
15,4,481818,53035,29835.993963517187,3
19,4,276492,89475,47251.17009779004,43
15,2,647110,30887,7128.0527647459785,9
6,1,564592,42182,20422.82986870554,40
8,4,818240,20045,16880.9750249105,26
8,4,499485,24915,6684.129819584594,21
16,3,80770,3820,411.9204446098548,3
6,2,603830,48622,35734.603623140705,47
3,5,696747,79088,49304.220669036804,28
12,3,5556,18411,1566.25221310254,9
6,3,45509,33234,19268.830731704747,45
10,1,603406,65428,10887.907301938016,14
7,6,115445,88130,13729.699083315778,48
13,4,111727,23889,18413.930543061957,20
14,3,315517,497,330.1324066318803,21
6,4,388488,85900,21207.005299846238,4
4,6,27000,70246,40870.52499205831,38
8,4,307607,35535,6319.420724947428,26
21,5,815994,4299,2254.2685830000046,37
11,4,373180,31394,29349.263293062628,31
14,5,694232,11862,3492.750435247074,31
10,1,97667,25832,10440.767540195331,24
1,3,309821,94376,21695.7292823537,25
21,2,166956,31406,23816.389989615272,28
11,6,497236,44829,15053.084883959762,47
1,4,643526,60296,43518.7239768259,5
10,6,316403,13272,1414.3188280751708,35
1,2,955086,94247,90767.29910718629,34
11,5,713075,10389,10276.614098165872,18
3,1,487366,74861,69801.13753725978,44
20,2,71049,6423,5497.264723027245,13
8,2,417263,60857,14784.440707931817,32
1,2,704473,30955,17797.457138448623,11
6,5,615006,94897,59369.78475376906,25
14,3,731859,37911,13580.297681377242,44
10,3,766639,53434,38945.567285515885,18
7,1,557209,13941,2509.4692110336237,32
21,6,711431,93018,34662.57948908567,2
14,5,528758,49443,22984.163588177034,39
1,2,215086,19701,17716.893899897143,32
8,1,658467,91968,86183.85748004758,48
16,5,914741,61450,34100.27420320349,29
14,2,905912,357,80.72795457114212,41
8,1,513553,66109,7511.533344284004,20
6,1,902030,3598,2476.7479674638266,42
16,6,837678,41107,15744.818833980795,8
16,6,763277,38680,30452.385652395187,5
14,4,841525,16103,14443.277636784742,28
15,1,519119,749,22.33174724149913,48
18,1,93537,45089,24685.822686888147,26
1,5,597151,92250,62701.35566910868,30
2,3,15905,74391,16802.395356767018,42
14,4,784407,10553,4909.895018240321,25
19,6,143218,79080,63149.22456913843,36
3,1,358346,9008,6022.967378201173,42
1,6,648297,42413,26335.97284631126,11
19,3,543683,3267,1219.389555531895,42
4,4,929304,3479,1483.751500558414,19
19,5,754573,98856,35061.13757309229,11
2,3,516494,42348,33329.18023752994,3
17,6,53855,76472,9856.456999554122,32
4,5,823776,933,477.7894877722592,32
13,1,968811,9448,1660.3799149815607,33
20,3,714985,38457,38155.41345808841,42
18,5,411149,69981,69730.45471638854,25
18,5,631580,125,113.7570373642994,6
2,5,941669,22235,21575.5902015994,35
9,3,287246,83109,6397.264712264297,27
13,6,839329,97229,28960.509124284476,6
14,4,788493,36520,20368.373641396298,7
1,4,265418,19376,10406.226765997197,13
6,1,643681,79565,65315.13494777251,1
18,1,753997,71121,64374.74874321862,44
7,3,631995,38423,21024.9909139615,8
20,3,255962,6036,3336.8080801200585,28
8,1,861541,21110,2890.7819586175783,39
1,6,372189,86560,84033.84069665361,33
2,4,191292,45891,45670.329655180656,28
12,6,769992,90288,82388.68222428496,2
17,6,426146,41014,23598.22565248399,25
12,2,959972,20836,2761.421060501316,6
3,6,8248,50847,48119.81175697097,38
3,2,55053,22684,432.1254145603539,41
16,5,941288,63425,34209.56354082268,15
4,1,694943,69453,16058.595754971258,37
2,4,297269,96515,15912.586613122508,47
7,2,23938,48060,12067.852686369351,10
15,5,635446,66591,29858.417257048954,13
4,5,358227,47926,35172.032310816736,19
14,5,402340,60128,55480.11022333327,20
9,1,778757,26278,3451.4213148667686,46
6,5,46368,54771,40452.398427595996,2
18,1,378575,99455,9726.380878710714,29
20,4,401198,62320,26039.19930559799,47
20,1,859405,89517,29401.850600806556,30
7,3,902713,92017,39426.56278991079,20
11,1,638122,48097,42945.7697427467,24
1,3,116188,22779,5241.27790381973,21
6,6,657155,69432,65654.52235785373,35
6,5,85799,19001,13391.458772434258,39
20,5,568832,40861,14678.387101092807,37
17,6,838335,94520,82814.23072824096,43
9,4,231979,30680,14732.165606937355,23
9,3,507098,13818,7320.009977813783,0
2,1,191241,68530,63590.414449337055,38
2,3,920616,57503,50859.48390435482,13
13,2,499616,26331,9391.322891943099,41
16,5,359732,85205,84934.65991782557,14
9,2,381722,84469,69515.61559628682,40
8,5,448496,27570,25650.653614955623,15
21,4,71724,1733,332.4049710228654,45
15,6,360879,3513,1773.004737554185,38
2,2,218560,4685,809.6438987956186,30
11,5,169829,26674,3358.7568711878375,39
13,3,546904,63220,59534.56592069106,30
4,5,719453,19907,15179.552473838765,48
20,1,378615,19047,11941.766714825915,13
20,4,522078,26087,21744.98227198025,19
18,4,621443,18188,14290.726691355865,12
8,5,21702,52890,18772.990385753747,16
6,3,650518,59690,42658.97171699945,18
20,5,287323,610,402.68474930669765,5
13,5,202542,75109,29111.156822509547,9
11,6,616397,76593,28287.507486808605,41
10,1,50861,59296,16266.99122800122,15
12,5,657675,37439,2057.046379758719,20
3,6,561358,70035,50268.908101441404,48
1,2,985954,67098,18535.449154861188,30
11,5,143937,84272,64672.02398216081,46
6,4,102109,30255,2866.0309928638153,44
13,3,923267,76702,24947.386450604525,1
16,5,202526,44923,43811.637324002244,26
21,3,934855,57412,27609.65096537253,33
20,5,643155,80915,23204.97755387391,43
6,5,304356,63613,53100.855266064726,26
14,2,604961,57392,29600.622675219285,12
4,4,40802,30415,27469.26852843154,20
20,4,565087,67942,10486.378825192662,1
12,1,774564,3881,1349.3431678699353,47
12,3,342397,73373,17121.552435839618,4
11,4,680493,95694,56420.71678527691,28
3,5,291084,5434,5080.091240722573,27
6,4,941603,70266,54286.256832053994,23
7,3,353504,75111,48545.54010198148,43
20,2,453380,29293,14749.161367211442,23
3,1,161698,59683,40902.43095160044,28
4,6,753300,51786,5411.337165871616,38
17,4,787032,57034,11194.661709851334,13
15,1,40131,88227,26429.611740711505,45
3,5,117556,87419,40946.10502786246,13
2,2,220651,62107,802.2023344264335,38
19,5,393009,97692,84958.94438260165,45
20,5,397590,65681,31857.986499675066,9
16,4,852935,85181,77198.36486291372,29
10,3,801833,6600,2807.2766119430967,12
5,3,541168,13558,2304.9271952376175,5
18,4,757514,65623,27690.38867031313,46
18,6,299054,29059,26975.239622595607,31
21,1,692999,61320,47783.79586380897,44
15,1,185209,42958,17326.023372192038,18
13,1,591316,64188,36986.90185843811,12
9,3,306341,64286,15601.002585997023,0
13,4,589531,34728,20766.435090974923,17
8,5,340839,88441,50176.790340481784,5
5,5,750808,38218,26574.325590464527,32
18,1,32342,63857,4749.977878686942,6
7,5,112555,71684,55465.46027314209,44
19,2,904373,13713,1881.9447128881804,17
4,6,944442,68430,40040.429280562195,7
16,6,686746,85843,41198.484213462165,48
18,5,792373,47668,44610.5641501458,15
11,2,650226,8263,6926.790921887375,36
11,1,847404,67495,52970.90762866512,35
10,5,296535,92385,15186.778784210055,23
5,1,955309,84589,31062.04593754331,36
4,4,416499,39600,37228.16923742055,30
21,1,160161,25482,7942.130604457942,37
2,4,686834,13182,9769.52749517972,3
17,4,689984,91977,58543.382617791554,9
3,1,544234,78298,3059.5756376363465,5
12,2,721302,7603,4060.893880091372,17
11,5,399407,60518,27570.977197101183,2
6,4,583234,82833,7866.237558079535,10
9,6,462244,17482,17039.365019000736,42
18,5,821859,21153,18934.120081923364,43
20,1,108569,70315,42183.76831857675,44
4,4,490946,32153,936.1746236402071,5
19,3,798059,67937,25912.76469544488,36
8,6,459519,45688,5276.614104135198,38
17,2,598155,32440,8127.717193892448,11
7,1,567779,33584,27088.691295537414,15
21,6,779641,8447,4934.855312909742,19
13,5,442275,35228,31053.665701155638,28
14,2,860371,32480,24179.339629977072,42
20,5,506134,69265,13310.502121615125,43
9,5,299301,65790,49765.48651324833,20
19,6,874554,92583,16046.867637918702,28
12,5,584952,13774,5545.142997512413,22
16,1,472029,53018,26.993807084700247,5
18,3,292809,82414,76560.59547067437,5
4,1,360502,62219,60560.388044461906,48
21,2,931527,10534,6670.330221283222,23
6,6,807620,93471,81110.50048799097,38
19,5,982970,53663,2868.3770226476845,15
12,5,913592,98918,90132.24574088803,24
11,6,759749,12593,10507.825717163492,34
18,1,361076,45141,35498.34032662492,4
8,4,922914,80894,73942.7985808028,13
6,2,151860,65434,23911.889114452395,31
13,2,258325,80877,78316.40431653068,12
7,4,251304,43540,14703.461457681304,26
7,5,237248,24758,19195.288451315282,14
6,6,716153,61202,15733.61843084577,21
9,6,753070,47851,28786.40731294154,43
19,4,418479,57992,13334.014887345811,45
5,1,723140,10336,8889.059137952092,15
17,1,942723,60974,47748.83579404716,16
11,5,134989,23203,4614.602124154436,21
6,6,383789,28670,20595.110112066664,1
1,3,962977,97441,74752.26056121754,23
6,6,903682,70041,18831.56452078797,1
16,3,247712,89333,82046.25180692757,31
14,6,1990,43084,15733.892826754769,10
3,6,400717,59249,41640.99362656406,19
7,5,549398,20731,1559.6689392501073,15
8,2,294419,2681,1066.1259576824432,6
20,2,500878,36300,29647.73037875358,8
18,2,906451,39959,3551.7074953023953,21
12,6,821548,36487,10279.319190412647,25
13,5,646856,74978,15908.82882348251,46
1,2,902397,91326,467.7409503166073,23
17,6,851078,96785,93971.4162104045,35
3,5,913300,91830,87467.70421857483,15
4,6,203898,78478,54073.45290250664,47
18,5,826256,99242,92826.64077453551,16
16,6,327308,77760,4772.756083195004,6
3,2,337228,78322,41882.42849964958,45
15,1,401367,87939,25445.050522515416,42
4,2,697180,66240,27048.686735753054,14
18,6,48319,77579,3870.6286401957327,38
19,6,707030,91329,28345.06845352828,23
14,3,752715,95484,78963.99121484696,17
16,2,67462,77506,58566.15777470248,21
8,4,771142,77720,77184.02168175182,21
3,1,15481,81669,18691.450339127718,8
21,4,536866,70188,24262.188473474293,6
8,1,467076,65343,49545.680813226965,5
20,1,269571,51152,39644.85418552503,48
12,5,447261,66176,57540.61398314549,44
6,4,965266,35156,9968.742446664675,32
10,1,376382,95935,53987.691844882735,18
5,2,793575,85595,28212.876180219602,34
19,2,774835,37771,32860.912431828656,21
2,1,624488,21362,20574.464308613286,0
9,6,825840,93100,30056.097576870234,48
6,2,370126,70359,12507.360760390195,39
8,2,361655,93780,49975.30204506945,32
11,5,554947,89515,59507.456773257836,6
4,4,400818,21532,4769.553655428343,20
14,2,355993,7361,1461.4463719564512,20
9,6,73477,24619,20256.81318393877,37
18,3,722050,7067,6683.927542654246,24
10,1,343755,85695,41843.89864861847,0
18,6,495359,18832,994.2762123461554,24
9,6,478399,29322,12375.120209697889,9
3,5,244760,72417,9855.940888618668,23
2,3,282898,26317,21305.287350530463,19
10,5,291845,98162,42377.16071930193,5
15,5,557998,99051,73206.59370873643,37
14,6,515797,69600,17190.151657027323,27
6,3,330103,59301,22078.615119648108,41
15,6,933657,14012,3309.7034406628027,36
5,5,423164,26234,15974.222425210406,0
8,2,737876,18723,18212.57247220304,42
6,2,160141,92380,81928.00585741164,1
8,3,622986,85592,7236.416200690752,20
5,3,431301,29156,144.69849332534054,44
21,6,548462,8857,3062.9525198212727,14
8,4,377634,36943,14424.118254307372,44
9,3,154032,54760,7996.0731105433215,39
11,3,533361,35758,7110.323575249283,22
12,4,849214,50381,46977.57783855618,37
17,3,653809,21202,9699.87877647826,29
1,3,943694,19507,15114.000716735207,32
8,5,23026,86752,6308.26646308993,21
9,3,929746,51265,45478.91481411943,10
6,4,100330,36428,23616.29357122592,36
2,5,332307,61578,50925.79436165527,10
16,6,831960,27931,23771.006645976442,19
9,1,332158,37691,28628.91359146768,11
10,4,844059,80969,25857.481425088798,6
15,1,870269,75552,63692.873193703665,24
9,4,778233,95030,32898.9998202654,1
6,4,790762,75965,36979.60623522801,1
4,6,662978,71565,43411.33504381287,45
17,3,946419,94756,60925.6304649881,22
4,3,946756,52582,28555.440988409075,34
20,1,166981,29411,23859.78573280324,7
13,5,444822,24789,17117.716213361764,14
17,5,555352,58966,28012.942908084802,36
9,4,501489,11832,4187.007154073582,19
1,4,827856,94826,34910.40562487696,29
6,3,687033,98253,69392.61297948114,0
16,4,892217,59886,4768.974778110674,21
17,5,695825,17549,14616.700373797607,40
1,5,286597,24605,1836.9348632155327,26
14,5,914840,9404,1141.0141787313714,8
10,2,894351,98979,41161.152899854234,25
16,5,708174,78922,24445.600549502084,8
8,5,848701,5496,5454.426233835851,25
4,3,504857,4366,1562.6966392379436,7
14,3,368166,77538,14216.101148871085,16
14,6,608842,76725,26560.827310376786,8
6,5,649764,25787,302.11764882342214,13
16,3,476497,777,218.11390994205365,12
13,2,292773,16324,7712.107730154699,3
8,4,224585,57466,12247.883619290958,44
8,4,168667,37088,15288.970609609296,21
18,3,399629,7721,6762.5787091855955,24
18,4,764420,15350,14716.814310056925,29
9,6,726374,56802,20010.016908739326,38
15,6,871267,99848,16334.412055811565,3
17,3,579258,41255,28467.436341604403,28
6,4,819019,51768,12973.142223853325,38
4,3,928412,78509,40434.06231243593,44
9,4,574812,98495,80352.6722244972,34
9,2,555336,62534,43961.63651643362,2
9,3,148535,32225,16137.297624213139,25
9,4,10229,9526,5947.467871290226,24
1,4,859325,32311,30721.4883456399,16
10,5,939586,78198,5167.139521766542,41
16,3,924141,7051,1996.7742163235382,17
8,6,264993,56990,38639.45548892505,5
7,4,682813,61042,34864.62574024647,18
16,1,265226,86949,73635.22582870265,42
16,1,770790,10774,5557.373356445807,45
3,3,845472,58695,3639.4389017842454,10
21,5,368463,71494,14877.033709365425,46
19,6,504540,13866,2302.717737833621,37
19,3,630226,59741,20125.739567192053,32
5,4,293628,17549,2256.845213963056,44
6,5,415609,25945,22513.01691209186,30
21,4,468522,13806,518.7385096688173,0
19,5,635889,65830,49970.81848499633,34
6,5,163036,9418,1730.128011807863,0
3,2,661217,83592,80291.1380527091,29
14,6,90815,41432,26772.392843803416,46
1,5,479809,81488,31936.728158975642,3
13,3,519666,11939,574.9704849529327,41
3,4,544106,71418,3975.046694931613,26
12,2,987814,1906,340.3397235482376,20
1,6,70919,78206,20511.3444688287,30
12,1,116862,76895,30908.016465735447,10
10,1,135072,27716,15132.528805923217,27
11,1,101681,14426,1422.9330082247977,22
3,3,378836,60115,46509.02211917314,3
17,4,976088,95107,14724.358989709306,14
7,3,242290,77927,23687.98605419891,21
11,4,92388,36144,9706.364109184346,44
21,4,439276,46877,15386.568996498998,43
14,5,316832,86559,668.7435491139585,27
18,6,245694,49689,17730.26920473088,26
10,4,531201,2931,2124.3571962089245,11
18,2,796359,18016,8935.809106727835,1
2,1,639657,64395,48316.14753058539,41
14,3,962066,77536,53158.21116002059,7
4,1,908453,26191,8229.846107082916,43
21,4,371731,74964,56562.00064165689,36
19,4,886682,89058,27467.20625370554,1
1,6,510662,40891,16554.731941976595,7
19,2,484436,66029,46346.0935078659,44
5,1,545991,60904,57882.90090363666,43
11,4,57447,62911,4114.154108062247,5
14,5,86333,75945,38513.822664459025,18
2,4,888166,6186,3465.2855745955735,17
18,6,306779,86314,33829.73889161183,4
6,6,614741,14876,12791.085956733676,29
16,2,346965,40082,16929.92306970296,30
13,4,184903,61447,20609.79543337887,8
9,3,63538,42017,33283.67625928464,43
14,1,582434,6963,6667.186683570952,21
14,4,134714,59849,58285.11458068078,8
7,2,755220,68494,12683.928554191001,5
13,6,767415,95901,86934.698417522,39
2,5,578343,29874,12250.62529926952,8
11,4,810912,17695,17435.542089713817,32
1,6,277725,26411,12053.456218087329,9
18,6,861350,43827,13942.784888657363,24
11,5,340650,1469,1017.7108389568165,39
6,6,744113,25789,8910.204973740898,31
8,1,171896,27752,5780.035242050542,19
1,3,253261,28744,2628.0522073647817,4
14,6,169407,90816,40158.89519999848,24
7,5,605689,87332,48492.09489511581,30
12,6,331919,70224,54065.563583212155,20
21,3,604832,85058,50036.229607946574,34
3,6,583848,51198,25826.86867667061,38
2,1,626844,3320,505.8492803430308,1
8,1,868340,54258,17388.934655561257,35
3,3,863029,60042,18248.06849433769,46
8,6,704299,99420,26593.58684875757,46
18,1,797760,74191,4931.760333053559,29
7,6,550426,3630,2912.3954133731704,14
13,4,916774,55242,53323.62049959366,36
4,1,174600,76856,68738.67647210206,33
1,5,898213,5711,2722.813161674055,4
16,6,358125,84638,55308.93716229675,17
17,2,646931,35696,17622.82791824803,37
8,1,89096,94005,82583.05991162243,9
6,5,587983,45608,29123.394337832844,6
4,3,330505,77782,33506.97295417295,5
18,5,105189,98229,13144.515472162346,45
1,2,775856,54987,19790.34114703713,27
2,6,577564,62719,8404.218936325333,44
17,5,59279,19964,10891.836460874494,48
13,1,625157,64286,16165.96433054612,44
9,3,73006,95822,71599.4290184895,40
20,4,622101,2281,1891.2620418950653,4
10,1,218298,3951,2357.752868398364,43
12,6,450188,85965,1016.3195330752408,11
15,4,369962,42464,33653.92759561083,46
2,2,280929,5019,1128.2723751998756,2
5,1,381698,65364,22119.32593496935,8
17,2,259201,24686,9678.816107451465,16
